"","code","name","level","name_en","name_es","name_short_en","name_short_es","parent_id"
6877,"430150","Raw musk-rat furskins, whole","6digit","Raw musk-rat furskins, whole","","Raw musk-rat furskins, whole","",1154.0
6878,"430160","Raw fox furskins, whole","6digit","Raw fox furskins, whole","","Raw fox furskins, whole","",1154.0
6879,"430170","Raw seal furskins, whole","6digit","Raw seal furskins, whole","","Raw seal furskins, whole","",1154.0
6880,"430180","Raw furskins of other animals, whole","6digit","Raw furskins of other animals, whole","","Raw furskins of other animals, whole","",1154.0
6881,"430190","Raw furskin pieces (e.g. heads, tails, paws)","6digit","Raw furskin pieces (e.g. heads, tails, paws)","","Raw furskin pieces (e.g. heads, tails, paws)","",1154.0
6882,"430211","Tanned or dressed mink furskins, whole, unassembled","6digit","Tanned or dressed mink furskins, whole, unassembled","","Tanned or dressed mink furskins, whole, unassembled","",1155.0
6883,"430212","Tanned, dressed rabbit, hare skins, whole, unassemble","6digit","Tanned, dressed rabbit, hare skins, whole, unassemble","","Tanned, dressed rabbit, hare skins, whole, unassemble","",1155.0
6884,"430213","Tanned,dressed Persian/etc lambskin, whole,unassemble","6digit","Tanned,dressed Persian/etc lambskin, whole,unassemble","","Tanned,dressed Persian/etc lambskin, whole,unassemble","",1155.0
6885,"430219","Tanned,dressed whole furs except lamb/mink/rabbit/har","6digit","Tanned,dressed whole furs except lamb/mink/rabbit/har","","Tanned,dressed whole furs except lamb/mink/rabbit/har","",1155.0
6886,"430220","Tanned or dressed furskin pieces (heads, tails, paws)","6digit","Tanned or dressed furskin pieces (heads, tails, paws)","","Tanned or dressed furskin pieces (heads, tails, paws)","",1155.0
6887,"430230","Tanned or dressed whole furskins and pieces, assemble","6digit","Tanned or dressed whole furskins and pieces, assemble","","Tanned or dressed whole furskins and pieces, assemble","",1155.0
6888,"430310","Articles of apparel & clothing accessories of furskin","6digit","Articles of apparel & clothing accessories of furskin","","Articles of apparel & clothing accessories of furskin","",1156.0
6889,"430390","Articles of furskin except clothing and accessories","6digit","Articles of furskin except clothing and accessories","","Articles of furskin except clothing and accessories","",1156.0
6890,"430400","Artificial fur and articles thereof","6digit","Artificial fur and articles thereof","","Artificial fur and articles thereof","",1157.0
6891,"440110","Fuel wood","6digit","Fuel wood","","Fuel wood","",1158.0
6892,"440121","Wood in chips, coniferous","6digit","Wood in chips, coniferous","","Wood in chips, coniferous","",1158.0
6893,"440122","Wood in chips, non-coniferous","6digit","Wood in chips, non-coniferous","","Wood in chips, non-coniferous","",1158.0
6894,"440130","Sawdust, wood waste or scrap","6digit","Sawdust, wood waste or scrap","","Sawdust, wood waste or scrap","",1158.0
6895,"440200","Wood charcoal (including shell or nut charcoal)","6digit","Wood charcoal (including shell or nut charcoal)","","Wood charcoal (including shell or nut charcoal)","",1159.0
6896,"440310","Poles, treated or painted with preservatives","6digit","Poles, treated or painted with preservatives","","Poles, treated or painted with preservatives","",1160.0
6897,"440320","Logs, poles, coniferous not treated or painted","6digit","Logs, poles, coniferous not treated or painted","","Logs, poles, coniferous not treated or painted","",1160.0
6898,"440331","Logs, Meranti (light or dark red), Bakau","6digit","Logs, Meranti (light or dark red), Bakau","","Logs, Meranti (light or dark red), Bakau","",1160.0
6899,"440332","Logs, white Lauan/Meranti/Seraya/yellow Meranti/Alan","6digit","Logs, white Lauan/Meranti/Seraya/yellow Meranti/Alan","","Logs, white Lauan/Meranti/Seraya/yellow Meranti/Alan","",1160.0
6900,"440333","Logs, Keruing/Ramin/Kapur/Teak/Jongkong/Merbau/etc","6digit","Logs, Keruing/Ramin/Kapur/Teak/Jongkong/Merbau/etc","","Logs, Keruing/Ramin/Kapur/Teak/Jongkong/Merbau/etc","",1160.0
6901,"440334","Logs, Okoume/Obeche/Sapelli/Sipo/Acajou d'Afrique/etc","6digit","Logs, Okoume/Obeche/Sapelli/Sipo/Acajou d'Afrique/etc","","Logs, Okoume/Obeche/Sapelli/Sipo/Acajou d'Afrique/etc","",1160.0
6902,"440335","Logs, Tiama, Mansonia, Ilomba, Dibetou, Limba, Azobe","6digit","Logs, Tiama, Mansonia, Ilomba, Dibetou, Limba, Azobe","","Logs, Tiama, Mansonia, Ilomba, Dibetou, Limba, Azobe","",1160.0
6903,"440391","Logs, Oak (Quercus spp)","6digit","Logs, Oak (Quercus spp)","","Logs, Oak (Quercus spp)","",1160.0
6904,"440392","Logs, Beech (Fagus spp)","6digit","Logs, Beech (Fagus spp)","","Logs, Beech (Fagus spp)","",1160.0
6905,"440399","Logs, non-coniferous nes","6digit","Logs, non-coniferous nes","","Logs, non-coniferous nes","",1160.0
6906,"440410","Poles, piles etc, coniferous, pointed but not sawn","6digit","Poles, piles etc, coniferous, pointed but not sawn","","Poles, piles etc, coniferous, pointed but not sawn","",1161.0
6907,"440420","Poles, piles etc, non-coniferous, pointed, not sawn","6digit","Poles, piles etc, non-coniferous, pointed, not sawn","","Poles, piles etc, non-coniferous, pointed, not sawn","",1161.0
6908,"440500","Wood wool, wood flour","6digit","Wood wool, wood flour","","Wood wool, wood flour","",1162.0
6909,"440610","Ties, railway or tramway, wood not impregnated","6digit","Ties, railway or tramway, wood not impregnated","","Ties, railway or tramway, wood not impregnated","",1163.0
6910,"440690","Ties, railway or tramway, impregnated wood","6digit","Ties, railway or tramway, impregnated wood","","Ties, railway or tramway, impregnated wood","",1163.0
6911,"440710","Lumber, coniferous (softwood) thickness < 6 mm","6digit","Lumber, coniferous (softwood) thickness < 6 mm","","Lumber, coniferous (softwood) thickness < 6 mm","",1164.0
6912,"440721","Lumber, Meranti red, Meranti Bakau, White Lauan etc","6digit","Lumber, Meranti red, Meranti Bakau, White Lauan etc","","Lumber, Meranti red, Meranti Bakau, White Lauan etc","",1164.0
6913,"440722","Lumber, Okoume, Obeche, Sapelli/Sipo/Acajou/Makore/et","6digit","Lumber, Okoume, Obeche, Sapelli/Sipo/Acajou/Makore/et","","Lumber, Okoume, Obeche, Sapelli/Sipo/Acajou/Makore/et","",1164.0
6914,"440723","Lumber, Baboen, Mahogany, Imbuia, Balsa","6digit","Lumber, Baboen, Mahogany, Imbuia, Balsa","","Lumber, Baboen, Mahogany, Imbuia, Balsa","",1164.0
6915,"440791","Lumber, Oak (Quercus spp)","6digit","Lumber, Oak (Quercus spp)","","Lumber, Oak (Quercus spp)","",1164.0
6916,"440792","Lumber, Beech (Fagus spp)","6digit","Lumber, Beech (Fagus spp)","","Lumber, Beech (Fagus spp)","",1164.0
6917,"440799","Lumber, non-coniferous nes","6digit","Lumber, non-coniferous nes","","Lumber, non-coniferous nes","",1164.0
6918,"440810","Veneer or ply sheet, coniferous (softwood) <6 mm thic","6digit","Veneer or ply sheet, coniferous (softwood) <6 mm thic","","Veneer or ply sheet, coniferous (softwood) <6 mm thic","",1165.0
6919,"440820","Veneer or ply sheet, tropical woods, <6 mm thick","6digit","Veneer or ply sheet, tropical woods, <6 mm thick","","Veneer or ply sheet, tropical woods, <6 mm thick","",1165.0
6920,"440890","Veneer,ply sheet, not conifer or tropical, <6 mm thic","6digit","Veneer,ply sheet, not conifer or tropical, <6 mm thic","","Veneer,ply sheet, not conifer or tropical, <6 mm thic","",1165.0
6921,"440910","Coniferous wood continuously shaped along any edges","6digit","Coniferous wood continuously shaped along any edges","","Coniferous wood continuously shaped along any edges","",1166.0
6922,"440920","Non-conifer wood continuously shaped along any edges","6digit","Non-conifer wood continuously shaped along any edges","","Non-conifer wood continuously shaped along any edges","",1166.0
6923,"441010","Particle board of wood","6digit","Particle board of wood","","Particle board of wood","",1167.0
6924,"441090","Particle board of ligneous materials except wood","6digit","Particle board of ligneous materials except wood","","Particle board of ligneous materials except wood","",1167.0
6925,"441111","Fibreboard >0.8 g/cm2 not worked or surface covered","6digit","Fibreboard >0.8 g/cm2 not worked or surface covered","","Fibreboard >0.8 g/cm2 not worked or surface covered","",1168.0
6926,"441119","Fibreboard >0.8 g/cm2 worked/surface covered","6digit","Fibreboard >0.8 g/cm2 worked/surface covered","","Fibreboard >0.8 g/cm2 worked/surface covered","",1168.0
6927,"441121","Fibreboard 0.5 - 0.8 g/cm2 not worked/surface covered","6digit","Fibreboard 0.5 - 0.8 g/cm2 not worked/surface covered","","Fibreboard 0.5 - 0.8 g/cm2 not worked/surface covered","",1168.0
6928,"441129","Fibreboard 0.5 - 0.8 g/cm2 worked/surface covered","6digit","Fibreboard 0.5 - 0.8 g/cm2 worked/surface covered","","Fibreboard 0.5 - 0.8 g/cm2 worked/surface covered","",1168.0
6929,"441131","Fibreboard 0.35- 0.5 g/cm2 not worked/surface covered","6digit","Fibreboard 0.35- 0.5 g/cm2 not worked/surface covered","","Fibreboard 0.35- 0.5 g/cm2 not worked/surface covered","",1168.0
6930,"441139","Fibreboard 0.35- 0.5 g/cm2 worked/surface covered","6digit","Fibreboard 0.35- 0.5 g/cm2 worked/surface covered","","Fibreboard 0.35- 0.5 g/cm2 worked/surface covered","",1168.0
6931,"441191","Fibreboard nes not worked or surface covered nes","6digit","Fibreboard nes not worked or surface covered nes","","Fibreboard nes not worked or surface covered nes","",1168.0
6932,"441199","Fibreboard nes, worked or surface covered","6digit","Fibreboard nes, worked or surface covered","","Fibreboard nes, worked or surface covered","",1168.0
6933,"441211","Plywood 1 or 2 outer ply tropical hardwood (ply <6 mm","6digit","Plywood 1 or 2 outer ply tropical hardwood (ply <6 mm","","Plywood 1 or 2 outer ply tropical hardwood (ply <6 mm","",1169.0
6934,"441212","Plywood, 1 or 2 outer ply non-conifer nes (ply <6 mm)","6digit","Plywood, 1 or 2 outer ply non-conifer nes (ply <6 mm)","","Plywood, 1 or 2 outer ply non-conifer nes (ply <6 mm)","",1169.0
6935,"441219","Plywood, all softwood, each ply < 6mm thick","6digit","Plywood, all softwood, each ply < 6mm thick","","Plywood, all softwood, each ply < 6mm thick","",1169.0
6936,"441221","Panels, 1 outer ply non-conifer & 1 ply particle boar","6digit","Panels, 1 outer ply non-conifer & 1 ply particle boar","","Panels, 1 outer ply non-conifer & 1 ply particle boar","",1169.0
6937,"441229","Panels, 1 outer ply non-coniferous wood nes","6digit","Panels, 1 outer ply non-coniferous wood nes","","Panels, 1 outer ply non-coniferous wood nes","",1169.0
6938,"441291","Panels, 1 outer ply conifer wood,1 ply particle board","6digit","Panels, 1 outer ply conifer wood,1 ply particle board","","Panels, 1 outer ply conifer wood,1 ply particle board","",1169.0
6939,"441299","Panels, laminated wood, nes","6digit","Panels, laminated wood, nes","","Panels, laminated wood, nes","",1169.0
6940,"441300","Densified wood, in blocks, plates, strips or profile","6digit","Densified wood, in blocks, plates, strips or profile","","Densified wood, in blocks, plates, strips or profile","",1170.0
6941,"441400","Wooden frames for paintings, photographs, mirrors etc","6digit","Wooden frames for paintings, photographs, mirrors etc","","Wooden frames for paintings, photographs, mirrors etc","",1171.0
6942,"441510","Wooden cases, boxes, crates, drums and containers","6digit","Wooden cases, boxes, crates, drums and containers","","Wooden cases, boxes, crates, drums and containers","",1172.0
6943,"441520","Wooden pallets, box pallets and load boards","6digit","Wooden pallets, box pallets and load boards","","Wooden pallets, box pallets and load boards","",1172.0
6944,"441600","Wooden casks, barrels, vats, tubs, etc.","6digit","Wooden casks, barrels, vats, tubs, etc.","","Wooden casks, barrels, vats, tubs, etc.","",1173.0
6945,"441700","Tools, broom handles,bodies, etc, of wood","6digit","Tools, broom handles,bodies, etc, of wood","","Tools, broom handles,bodies, etc, of wood","",1174.0
6946,"441810","Windows, French-windows, frames, of wood","6digit","Windows, French-windows, frames, of wood","","Windows, French-windows, frames, of wood","",1175.0
6947,"441820","Doors, frames and thresholds, of wood","6digit","Doors, frames and thresholds, of wood","","Doors, frames and thresholds, of wood","",1175.0
6948,"441830","Parquet panels and tiles, of wood","6digit","Parquet panels and tiles, of wood","","Parquet panels and tiles, of wood","",1175.0
6949,"441840","Shuttering for concrete constructional work, of wood","6digit","Shuttering for concrete constructional work, of wood","","Shuttering for concrete constructional work, of wood","",1175.0
6950,"441850","Shingles and shakes, of wood","6digit","Shingles and shakes, of wood","","Shingles and shakes, of wood","",1175.0
6951,"441890","Builder's joinery and carpentry of wood nes","6digit","Builder's joinery and carpentry of wood nes","","Builder's joinery and carpentry of wood nes","",1175.0
6952,"441900","Tableware and kitchenware, of wood","6digit","Tableware and kitchenware, of wood","","Tableware and kitchenware, of wood","",1176.0
6953,"442010","Statuettes and other ornaments of wood","6digit","Statuettes and other ornaments of wood","","Statuettes and other ornaments of wood","",1177.0
