"","code","level","name_en","name_es","name_short_es","name_short_en","name","parent_id"
380,"25-1191","detailed_occupation","Graduate Teaching Assistants","Ayudantes de Cátedra Graduados","Ayudantes de Cátedra Graduados","Graduate Teaching Assistants","Graduate Teaching Assistants",379.0
381,"25-1192","detailed_occupation","Home Economics Teachers, Postsecondary","Profesores de Economía Doméstica de Nivel Postsecundario","Profesores de Economía Doméstica,  Postsecundario","Home Economics Teachers, Postsecondary","Home Economics Teachers, Postsecondary",379.0
382,"25-1193","detailed_occupation","Recreation and Fitness Studies Teachers, Postsecondary","Profesores de Estudios de Recreación y Acondicionamiento Físico de Nivel Postsecundario","Profesores de Estudios de Recreación y Acondicionamiento Físico,  Postsecundario","Recreation and Fitness Studies Teachers, Postsecondary","Recreation and Fitness Studies Teachers, Postsecondary",379.0
383,"25-1194","detailed_occupation","Vocational Education Teachers, Postsecondary","Profesores de Educación Vocacional de Nivel Postsecundario","Profesores de Educación Vocacional,  Postsecundario","Vocational Education Teachers, Postsecondary","Vocational Education Teachers, Postsecondary",379.0
384,"25-1199","detailed_occupation","Postsecondary Teachers, All Other","Todos los Demás Profesores de Nivel Postsecundario","Todos los Demás Profesores de Nivel Postsecundario","Postsecondary Teachers, All Other","Postsecondary Teachers, All Other",379.0
385,"25-2000","minor_group","Preschool, Primary, Secondary, and Special Education School Teachers","Preschool, Primary, Secondary, and Special Education School Teachers","","Preschool, Primary, Secondary, and Special Education School Teachers","Preschool, Primary, Secondary, and Special Education School Teachers",334.0
386,"25-2010","broad_occupation","Preschool and Kindergarten Teachers","Preschool and Kindergarten Teachers","","Preschool and Kindergarten Teachers","Preschool and Kindergarten Teachers",385.0
387,"25-2011","detailed_occupation","Preschool Teachers, Except Special Education","Maestros de Nivel Preescolar, Excepto de Educación Especial","Maestros dePreescolar, Excepto Educación Especial","Preschool Teachers, Except Special Education","Preschool Teachers, Except Special Education",386.0
388,"25-2012","detailed_occupation","Kindergarten Teachers, Except Special Education","Maestros de Jardín de Infantes, Excepto de Educación Especial","Maestros Jardín, Excepto Educación Especial","Kindergarten Teachers, Except Special Education","Kindergarten Teachers, Except Special Education",386.0
389,"25-2020","broad_occupation","Elementary and Middle School Teachers","Elementary and Middle School Teachers","","Elementary and Middle School Teachers","Elementary and Middle School Teachers",385.0
390,"25-2021","detailed_occupation","Elementary School Teachers, Except Special Education","Maestros de Escuela Primaria, Excepto de Educación Especial","Maestros de Primaria, Excepto Educación Especial","Elementary School Teachers, Except Special Education","Elementary School Teachers, Except Special Education",389.0
391,"25-2022","detailed_occupation","Middle School Teachers, Except Special and Career/Technical Education","Maestros de Escuela de Nivel Medio, Excepto de Educación Especial y de Educación Profesional/Técnica","Maestros Nivel Medio, Excepto Educación Especial y Técnica","Middle School Teachers, Except Special and Career/Technical Education","Middle School Teachers, Except Special and Career/Technical Education",389.0
392,"25-2023","detailed_occupation","Career/Technical Education Teachers, Middle School","Maestros de Educación Profesional/Técnica de Escuela de Nivel Medio","Maestros Educación Técnica de Nivel Medio","Career/Technical Education Teachers, Middle School","Career/Technical Education Teachers, Middle School",389.0
393,"25-2030","broad_occupation","Secondary School Teachers","Secondary School Teachers","","Secondary School Teachers","Secondary School Teachers",385.0
394,"25-2031","detailed_occupation","Secondary School Teachers, Except Special and Career/Technical Education","Maestros de Escuela Secundaria, Excepto de Educación Especial y de Educación Profesional/Técnica","Maestros de Secundaria, Excepto Educación Especial y de Educación Técnica","Secondary School Teachers, Except Special and Career/Technical Education","Secondary School Teachers, Except Special and Career/Technical Education",393.0
395,"25-2032","detailed_occupation","Career/Technical Education Teachers, Secondary School","Maestros de Educación Profesional/Técnica de Escuela Secundaria","Maestros de Educación Técnica de Secundaria","Career/Technical Education Teachers, Secondary School","Career/Technical Education Teachers, Secondary School",393.0
396,"25-2050","broad_occupation","Special Education Teachers","Special Education Teachers","","Special Education Teachers","Special Education Teachers",385.0
397,"25-2051","detailed_occupation","Special Education Teachers, Preschool","Maestros de Educación Especial de Nivel Preescolar","Maestros de Educación Especial de Nivel Preescolar","Special Education Teachers, Preschool","Special Education Teachers, Preschool",396.0
398,"25-2052","detailed_occupation","Special Education Teachers, Kindergarten and Elementary School","Maestros de Educación Especial de Jardín de Infantes y Escuela Primaria","Maestros de Educación Especial de Jardín y Primaria","Special Education Teachers, Kindergarten and Elementary School","Special Education Teachers, Kindergarten and Elementary School",396.0
399,"25-2053","detailed_occupation","Special Education Teachers, Middle School","Maestros de Educación Especial de Escuela de Nivel Medio","Maestros de Educación Especial de Nivel Medio","Special Education Teachers, Middle School","Special Education Teachers, Middle School",396.0
400,"25-2054","detailed_occupation","Special Education Teachers, Secondary School","Maestros de Educación Especial de Escuela Secundaria","Maestros de Educación Especial de  Secundaria","Special Education Teachers, Secondary School","Special Education Teachers, Secondary School",396.0
401,"25-2059","detailed_occupation","Special Education Teachers, All Other","Todos los Demás Maestros de Educación Especial","Todos los Demás Maestros de Educación Especial","Special Education Teachers, All Other","Special Education Teachers, All Other",396.0
402,"25-3000","minor_group","Other Teachers and Instructors","Other Teachers and Instructors","","Other Teachers and Instructors","Other Teachers and Instructors",334.0
403,"25-3010","broad_occupation","Adult Basic and Secondary Education and Literacy Teachers and Instructors ","Adult Basic and Secondary Education and Literacy Teachers and Instructors ","","Adult Basic and Secondary Education and Literacy Teachers and Instructors ","Adult Basic and Secondary Education and Literacy Teachers and Instructors ",402.0
404,"25-3011","detailed_occupation","Adult Basic and Secondary Education and Literacy Teachers and Instructors ","Maestros e Instructores de Educación Básica, Secundaria y de Alfabetización para Adultos","Maestros de Educación Básica, Secundaria y Alfabetización de Adultos","Adult Basic and Secondary Education and Literacy Teachers and Instructors ","Adult Basic and Secondary Education and Literacy Teachers and Instructors ",403.0
405,"25-3020","broad_occupation","Self-Enrichment Education Teachers","Self-Enrichment Education Teachers","","Self-Enrichment Education Teachers","Self-Enrichment Education Teachers",402.0
406,"25-3021","detailed_occupation","Self-Enrichment Education Teachers","Maestros de Educación de Enriquecimiento Personal","Maestros de Educación de Enriquecimiento Personal","Self-Enrichment Education Teachers","Self-Enrichment Education Teachers",405.0
407,"25-3090","broad_occupation","Miscellaneous Teachers and Instructors","Miscellaneous Teachers and Instructors","","Miscellaneous Teachers and Instructors","Miscellaneous Teachers and Instructors",402.0
408,"25-3099","detailed_occupation","Teachers and Instructors, All Other","Todos los Demás Maestros e Instructores","Todos los Demás Maestros e Instructores","Teachers and Instructors, All Other","Teachers and Instructors, All Other",407.0
409,"25-4000","minor_group","Librarians, Curators, and Archivists","Librarians, Curators, and Archivists","","Librarians, Curators, and Archivists","Librarians, Curators, and Archivists",334.0
410,"25-4010","broad_occupation","Archivists, Curators, and Museum Technicians","Archivists, Curators, and Museum Technicians","","Archivists, Curators, and Museum Technicians","Archivists, Curators, and Museum Technicians",409.0
411,"25-4011","detailed_occupation","Archivists","Archiveros","Archiveros","Archivists","Archivists",410.0
412,"25-4012","detailed_occupation","Curators","Curadores","Curadores","Curators","Curators",410.0
413,"25-4013","detailed_occupation","Museum Technicians and Conservators","Técnicos y Conservadores de Museo","Técnicos y Conservadores de Museo","Museum Technicians and Conservators","Museum Technicians and Conservators",410.0
414,"25-4020","broad_occupation","Librarians","Librarians","","Librarians","Librarians",409.0
415,"25-4021","detailed_occupation","Librarians","Bibliotecarios","Bibliotecarios","Librarians","Librarians",414.0
416,"25-4030","broad_occupation","Library Technicians","Library Technicians","","Library Technicians","Library Technicians",409.0
417,"25-4031","detailed_occupation","Library Technicians","Técnicos de Biblioteca","Técnicos de Biblioteca","Library Technicians","Library Technicians",416.0
418,"25-9000","minor_group","Other Education, Training, and Library Occupations","Other Education, Training, and Library Occupations","","Other Education, Training, and Library Occupations","Other Education, Training, and Library Occupations",334.0
419,"25-9010","broad_occupation","Audio-Visual and Multimedia Collections Specialists","Audio-Visual and Multimedia Collections Specialists","","Audio-Visual and Multimedia Collections Specialists","Audio-Visual and Multimedia Collections Specialists",418.0
420,"25-9011","detailed_occupation","Audio-Visual and Multimedia Collections Specialists","Especialistas en Colecciones de Materiales Audiovisuales y Multimedios","Especialistas Materiales Audiovisuales, Multimedia","Audio-Visual and Multimedia Collections Specialists","Audio-Visual and Multimedia Collections Specialists",419.0
421,"25-9020","broad_occupation","Farm and Home Management Advisors","Farm and Home Management Advisors","","Farm and Home Management Advisors","Farm and Home Management Advisors",418.0
422,"25-9021","detailed_occupation","Farm and Home Management Advisors","Asesores en Gerencia de Granjas y Hogares","Asesores en Gerencia de Granjas y Hogares","Farm and Home Management Advisors","Farm and Home Management Advisors",421.0
423,"25-9030","broad_occupation","Instructional Coordinators","Instructional Coordinators","","Instructional Coordinators","Instructional Coordinators",418.0
424,"25-9031","detailed_occupation","Instructional Coordinators","Coordinadores Educativos","Coordinadores Educativos","Instructional Coordinators","Instructional Coordinators",423.0
425,"25-9040","broad_occupation","Teacher Assistants","Teacher Assistants","","Teacher Assistants","Teacher Assistants",418.0
426,"25-9041","detailed_occupation","Teacher Assistants","Maestros Ayudantes","Maestros Ayudantes","Teacher Assistants","Teacher Assistants",425.0
