code_col_4dig	division_2dig	prosp_cat	col_ind_name_sp_full	col_ind_name_sp_long	col_ind_name_sp_short	col_ind_name_en_long	col_ind_name_en_short	col_div_name_sp_full	col_div_name_sp_long	col_div_name_sp_short	col_div_name_en_long	col_div_name_en_short	cat_en	cat_sp
3140	31	9	Fabricación de acumuladores y de pilas eléctricas	Fabricación de acumuladores y de pilas eléctricas	Acumuladores y pilas eléctricas	Manufacture of accumulators, primary cells and primary batteries	Accumulators, primary cells and primary batteries	Fabricación de maquinaria y aparatos eléctricos ncp	Fabricación de maquinaria y aparatos eléctricos ncp	Maquinaria y aparatos eléctricos ncp	Manufacture of electrical machinery and apparatus n.e.c.	Electrical machinery and apparatus nec	Electronics	Electrónicos
3150	31	9	Fabricación de lámparas eléctricas y equipo de iluminación	Fabricación de lámparas eléctricas y equipo de iluminación	Lámparas eléctricas y equipo de iluminación	Manufacture of electric lamps and lighting equipment	Electric lamps and lighting equipment	Fabricación de maquinaria y aparatos eléctricos ncp	Fabricación de maquinaria y aparatos eléctricos ncp	Maquinaria y aparatos eléctricos ncp	Manufacture of electrical machinery and apparatus n.e.c.	Electrical machinery and apparatus nec	Electronics	Electrónicos
3190	31	9	Fabricación de otros tipos de equipo eléctrico ncp	Fabricación de otros tipos de equipo eléctrico ncp	Otros tipos de equipo eléctrico ncp	Manufacture of other electrical equipment n.e.c.	Other electrical equipment n.e.c.	Fabricación de maquinaria y aparatos eléctricos ncp	Fabricación de maquinaria y aparatos eléctricos ncp	Maquinaria y aparatos eléctricos ncp	Manufacture of electrical machinery and apparatus n.e.c.	Electrical machinery and apparatus nec	Electronics	Electrónicos
3210	32	9	Fabricación de tubos y válvulas electrónicas y de otros componentes electrónicos	Fabricación de tubos y válvulas electrónicas y de otros componentes electrónicos	Tubos y válvulas electrónicas y de otros componentes electrónicos	Manufacture of electronic valves and tubes and other electronic components	Electronic valves and tubes and other electronic components	Fabricación de equipo y aparatos de radio, televisión y comunicaciones	Fabricación de equipo y aparatos de radio, televisión y comunicaciones	Equipo y aparatos de radio, televisión y comunicaciones	Manufacture of radio, television and communication equipment and apparatus	Radio, television and communication equipment and apparatus	Electronics	Electrónicos
3220	32	9	Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía	Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía	Transmisores de radio y televisión y de aparatos para telefonía y telegrafía	Manufacture of television and radio transmitters and apparatus for line telephony and line telegraphy	Television and radio transmitters and apparatus for line telephony and line telegraphy	Fabricación de equipo y aparatos de radio, televisión y comunicaciones	Fabricación de equipo y aparatos de radio, televisión y comunicaciones	Equipo y aparatos de radio, televisión y comunicaciones	Manufacture of radio, television and communication equipment and apparatus	Radio, television and communication equipment and apparatus	Electronics	Electrónicos
3230	32	9	Fabricación de receptores de radio y televisión, de aparatos de grabación, y de reproducción del sonido o de la imagen, y de productos conexos	Fabricación de receptores de radio y televisión, de aparatos de grabación, y de reproducción del sonido o de la imagen, y de productos conexos	Receptores de radio y televisión, de aparatos de grabación y de reproducción del sonido o de la imagen	Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods	Television and radio receivers, sound or video recording or reproducing apparatus	Fabricación de equipo y aparatos de radio, televisión y comunicaciones	Fabricación de equipo y aparatos de radio, televisión y comunicaciones	Equipo y aparatos de radio, televisión y comunicaciones	Manufacture of radio, television and communication equipment and apparatus	Radio, television and communication equipment and apparatus	Electronics	Electrónicos
3311	33	8	Fabricación de equipo médico y quirúrgico y de aparatos ortésicos y protésicos	Fabricación de equipo médico y quirúrgico y de aparatos ortésicos y protésicos	Equipo médico y quirúrgico y de aparatos ortésicos y protésicos	Manufacture of medical and surgical equipment and orthopaedic appliances	Medical and surgical equipment and orthopaedic appliances	Fabricación de instrumentos médicos, ópticos y de precisión y fabricación de relojes	Fabricación de instrumentos médicos, ópticos y de precisión y fabricación de relojes	Instrumentos médicos, ópticos y de precisión y fabricación de relojes	Manufacture of medical, precision and optical instruments, watches and clocks	Medical, precision and optical instruments, watches and clocks	Machinery	Maquinaria
3312	33	8	Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, excepto equipo de control de procesos industriales	Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, excepto equipo de control de procesos industriales	Instrumentos y aparatos para medir, verificar y otros fines	Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment	Instruments and appliances for measuring, checking and other purposes	Fabricación de instrumentos médicos, ópticos y de precisión y fabricación de relojes	Fabricación de instrumentos médicos, ópticos y de precisión y fabricación de relojes	Instrumentos médicos, ópticos y de precisión y fabricación de relojes	Manufacture of medical, precision and optical instruments, watches and clocks	Medical, precision and optical instruments, watches and clocks	Machinery	Maquinaria
3313	33	8	Fabricación de equipo de control de procesos industriales	Fabricación de equipo de control de procesos industriales	Equipo de control de procesos industriales	Manufacture of industrial process control equipment	Industrial process control equipment	Fabricación de instrumentos médicos, ópticos y de precisión y fabricación de relojes	Fabricación de instrumentos médicos, ópticos y de precisión y fabricación de relojes	Instrumentos médicos, ópticos y de precisión y fabricación de relojes	Manufacture of medical, precision and optical instruments, watches and clocks	Medical, precision and optical instruments, watches and clocks	Machinery	Maquinaria
3320	33	8	Fabricación de instrumentos ópticos y de equipo fotográfico	Fabricación de instrumentos ópticos y de equipo fotográfico	Instrumentos ópticos y de equipo fotográfico	Manufacture of optical instruments and photographic equipment	Optical instruments and photographic equipment	Fabricación de instrumentos médicos, ópticos y de precisión y fabricación de relojes	Fabricación de instrumentos médicos, ópticos y de precisión y fabricación de relojes	Instrumentos médicos, ópticos y de precisión y fabricación de relojes	Manufacture of medical, precision and optical instruments, watches and clocks	Medical, precision and optical instruments, watches and clocks	Machinery	Maquinaria
3330	33	8	Fabricación de relojes	Fabricación de relojes	Relojes	Manufacture of watches and clocks	Watches and clocks	Fabricación de instrumentos médicos, ópticos y de precisión y fabricación de relojes	Fabricación de instrumentos médicos, ópticos y de precisión y fabricación de relojes	Instrumentos médicos, ópticos y de precisión y fabricación de relojes	Manufacture of medical, precision and optical instruments, watches and clocks	Medical, precision and optical instruments, watches and clocks	Machinery	Maquinaria
3410	34	7	Fabricación de vehículos automotores y sus motores	Fabricación de vehículos automotores y sus motores	Vehículos automotores y sus motores	Manufacture of motor vehicles	Motor vehicles	Fabricación de vehículos automotores, remolques y semirremolques	Fabricación de vehículos automotores, remolques y semirremolques	Vehículos automotores, remolques y semirremolques	Manufacture of motor vehicles, trailers and semi-trailers	Motor vehicles, trailers and semi-trailers	Transportation	Vehículos de Transporte
3420	34	7	Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques	Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques	Carrocerías para vehículos automotores, remolques y semirremolques	Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers	Bodies for motor vehicles, trailers and semi-trailers	Fabricación de vehículos automotores, remolques y semirremolques	Fabricación de vehículos automotores, remolques y semirremolques	Vehículos automotores, remolques y semirremolques	Manufacture of motor vehicles, trailers and semi-trailers	Motor vehicles, trailers and semi-trailers	Transportation	Vehículos de Transporte
3430	34	7	Fabricación de partes, piezas y accesorios (autopartes) para vehículos automotores y para sus motores	Fabricación de partes, piezas y accesorios (autopartes) para vehículos automotores y para sus motores	Partes, piezas y accesorios para vehículos automotores y para sus motores	Manufacture of parts and accessories for motor vehicles and their engines	Parts and accessories for motor vehicles and their engines	Fabricación de vehículos automotores, remolques y semirremolques	Fabricación de vehículos automotores, remolques y semirremolques	Vehículos automotores, remolques y semirremolques	Manufacture of motor vehicles, trailers and semi-trailers	Motor vehicles, trailers and semi-trailers	Transportation	Vehículos de Transporte
3511	35	7	Construcción y reparación de buques	Construcción y reparación de buques	Buques	Building and repairing of ships	Ships	Fabricación de otros tipos de equipo de transporte	Fabricación de otros tipos de equipo de transporte	Otros tipos de equipo de transporte	Manufacture of other transport equipment	Other transport equipment	Transportation	Vehículos de Transporte
3512	35	7	Construcción y reparación de embarcaciones de de recreo y de deporte	Construcción y reparación de embarcaciones de de recreo y de deporte	Embarcaciones de de recreo y de deporte	Building and repairing of pleasure and sporting boats	Pleasure and sporting boats	Fabricación de otros tipos de equipo de transporte	Fabricación de otros tipos de equipo de transporte	Otros tipos de equipo de transporte	Manufacture of other transport equipment	Other transport equipment	Transportation	Vehículos de Transporte
