code,level,name_es,name_en,name_short_es,name_short_en,,,,name_orig_en,name_orig_es,code_orig
3002,4digit,"Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares.","Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr",Sangre,Blood,,,,Human or animal blood prepared for therapeutic uses,Sangre humana; sangre animal preparada para usos terapéuticos,30.02
3003,4digit,"Medicamentos (excepto los productos de las partidas 30.02, 30.05 ó 30.06) constituidos por productos mezclados entre sí, preparados para usos terapéuticos o profilácticos, sin dosificar ni acondicionar para la venta al por menor.","Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale","Medicamentos, no envasados","Medicaments, not packaged",,,,"Medicaments, not packaged","Medicamentos, no envasados, mezclados para usos terapéuticos o profilácticos",30.03
3004,4digit,"Medicamentos (excepto los productos de las partidas 30.02, 30.05 ó 30.06) constituidos por productos mezclados o sin mezclar, preparados para usos terapéuticos o profilácticos, dosificados (incluidos los administrados por vía transdérmica) o acondicionados para la venta al por menor.","Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings","Medicamentos, envasados","Medicaments, packaged",,,,"Medicaments, packaged","Medicamentos, envasados",30.04
3005,4digit,"Guatas, gasas, vendas y artículos análogos (por ejemplo: apósitos, esparadrapos, sinapismos), impregnados o recubiertos de sustancias farmacéuticas o acondicionados para la venta al por menor con fines médicos, quirúrgicos, odontológicos o veterinarios.","Wadding, gauze, bandages and similar articles (for example, dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes","Guatas, gasas, y vendas","Wadding, gauze and bandages",,,,"Wadding, gauze and bandages","Guatas, gasas, y vendas",30.05
3006,4digit,Preparaciones y artículos farmacéuticos a que se refiere la Nota 4 de este Capítulo.,Pharmaceutical goods specified in note 4 to this chapter,Artículos farmacéuticos,Pharmaceutical goods,,,,Pharmaceutical goods,Artículos farmacéuticos,30.06
3101,4digit,"Abonos de origen animal o vegetal, incluso mezclados entre sí o tratados químicamente; abonos procedentes de la mezcla o del tratamiento químico de productos de origen animal o vegetal.","Animal or vegetable fertilizers, whether or not mixed together or chemically treated; fertilizers produced by the mixing or chemical treatment of animal or vegetable products",Abonos de origen animal o vegetal,Animal or vegetable fertilizers,,,,Animal or vegetable fertilizers,Abonos de origen animal o vegetal,31.01
3102,4digit,Abonos minerales o químicos nitrogenados.,"Mineral or chemical fertilizers, nitrogenous","Abonos, nitrogenados",Nitrogenous fertilizers,,,,"Mineral or chemical fertilizers, nitrogenous",Abonos minerales o químicos nitrogenados,31.02
3103,4digit,Abonos minerales o químicos fosfatados.,"Mineral or chemical fertilizers, phosphatic","Abonos, fosfatados",Phosphatic fertilizers,,,,"Mineral or chemical fertilizers, phosphatic",Abonos minerales o químicos fosfatados,31.03
3104,4digit,Abonos minerales o químicos potásicos.,"Mineral or chemical fertilizers, potassic","Abonos, potásicos",Potassic fertilizers,,,,"Mineral or chemical fertilizers, potassic",Abonos minerales o químicos potásicos,31.04
3105,4digit,"Abonos minerales o químicos, con dos o tres de los elementos fertilizantes: nitrógeno, fósforo y potasio; los demás abonos; productos de este Capítulo en tabletas o formas similares o en envases de un peso bruto inferior o igual a 10 kg.","Mineral or chemical fertilizers containing two or three of the fertilizing elements nitrogen, phosphorus and potassium; other fertilizers; goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg","Abonos, mixtos",Mixed fertilizers,,,,"Mineral or chemical fertilizers, mixed","Abonos minerales o químicos, mixtos",31.05
3201,4digit,"Extractos curtientes de origen vegetal; taninos y sus sales, éteres, ésteres y demás derivados.","Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",Extractos curtientes de origen vegetal,Tanning extracts of vegetable origen,,,,Tanning extracts of vegetable origin,Extractos curtientes de origen vegetal,32.01
3202,4digit,"Productos curtientes orgánicos sintéticos; productos curtientes inorgánicos; preparaciones curtientes, incluso con productos curtientes naturales; preparaciones enzimáticas para precurtido.","Synthetic organic tanning substances; inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances; enzymatic preparations for pre-tanning",Productos curtientes orgánicos sintéticos,Synthetic organic tanning substances,,,,Synthetic organic tanning substances,Productos curtientes orgánicos sintéticos,32.02
3203,4digit,"Materias colorantes de origen vegetal o animal (incluidos los extractos tintóreos, excepto los negros de origen animal), aunque sean de constitución química definida; preparaciones a que se refiere la Nota 3 de este Capítulo a base de materias colorantes de origen vegetal o animal.","Coloring matter of vegetable or animal origin (including dyeing extracts but excluding animal black), whether or not chemically defined; preparations as specified in note 3 to this chapter based on coloring matter of vegetable or animal origin",Materias colorantes de origen animal o vegetal,Coloring matter of animal or vegetable origin,,,,Coloring matter of vegetable or animal origin,Materias colorantes de origen vegetal o animal,32.03
3204,4digit,"Materias colorantes orgánicas sintéticas, aunque sean de constitución química definida; preparaciones a que se refiere la Nota 3 de este Capítulo a base de materias colorantes orgánicas sintéticas; productos orgánicos sintéticos de los tipos utilizados para el avivado fluorescente o como luminóforos, aunque sean de constitución química definida.","Synthetic organic coloring matter, whether or not chemically defined; preparations as specified in note 3 to this chapter based on synthetic organic coloring matter; synthetic organic products of a kind used as fluorescent brightening agents or as luminop",Materias colorantes orgánicas sintéticas,Synthetic organic coloring matter,,,,Synthetic organic coloring matter,Materias colorantes orgánicas sintéticas,32.04
3205,4digit,Lacas colorantes; preparaciones a que se refiere la Nota 3 de este Capítulo a base de lacas colorantes.,Color lakes; preparations as specified in note 3 to this chapter based on color lakes,Lacas colorantes,Color lakes,,,,Color lakes,Lacas colorantes,32.05
3206,4digit,"Las demás materias colorantes; preparaciones a que se refiere la Nota 3 de este Capítulo, excepto las de las partidas 32.03, 32.04 ó 32.05; productos inorgánicos de los tipos utilizados como luminóforos, aunque sean de constitución química definida.","Other coloring matter; preparations as specified in note 3 to this chapter, other than those of heading 3203, 3204 or 3205; inorganic products of a kind used as luminophores, whether or not chemically defined",Las demás materias colorantes,Other coloring matter,,,,Other coloring matter,Las demás materias colorantes,32.06
3207,4digit,"Pigmentos, opacificantes y colores preparados, composiciones vitrificables, engobes, abrillantadores (lustres) líquidos y preparaciones similares, de los tipos utilizados en cerámica, esmaltado o en la industria del vidrio; frita de vidrio y demás vidrios, en polvo, gránulos, copos o escamillas.","Prepared pigments, prepared opacifiers and prepared colors, vitrifiable enamels and glazes, engobes (slips), liquid lustres and similar preparations, of a kind used in the ceramic, enamelling or glass industry; glass frit and other glass, in the form of p",Pigmentos preparados,Prepared pigments,,,,Prepared pigments,Pigmentos preparados,32.07
3208,4digit,"Pinturas y barnices a base de polímeros sintéticos o naturales modificados, dispersos o disueltos en un medio no acuoso; disoluciones definidas en la Nota 4 de este Capítulo.","Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a nonaqueous medium; solutions as defined in note 4 to this chapter","Pinturas y barnices, non-acuosos","Paints and varnishes, nonaqueous",,,,"Paints and varnishes, nonaqueous","Pinturas y barnices, non acuosas",32.08
3209,4digit,"Pinturas y barnices a base de polímeros sintéticos o naturales modificados, dispersos o disueltos en un medio acuoso.","Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in an aqueous medium","Pinturas y barnices, acuosos","Paints and varnishes, aqueous",,,,"Paints and varnishes, aqueous","Pinturas y barnices, en un medio acuoso",32.09
3211,4digit,Secativos preparados.,Prepared driers,Secativos preparados,Prepared driers,,,,Prepared driers,Secativos preparados,32.11
3212,4digit,"Pigmentos (incluidos el polvo y escamillas metálicos) dispersos en medios no acuosos, líquidos o en pasta, de los tipos utilizados para la fabricación de pinturas; hojas para el marcado a fuego; tintes y demás materias colorantes presentados en formas o en envases para la venta al por menor.","Pigments (including metallic powders and flakes) dispersed in nonaqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels); stamping foils; dyes and other coloring matter put up in forms or packings for retail","Pigmentos, no acuosos","Pigments, nonaqueous",,,,"Pigments, nonaqueous","Pigmentos, no acuosos",32.12
3213,4digit,"Colores para la pintura artística, la enseñanza, la pintura de carteles, para matizar o para entretenimiento y colores similares, en pastillas, tubos, botes, frascos o en formas o envases similares.","Artists', students' or signboard painters' colors, modifying tints, amusement colors and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings",Colores para la pintura artística,Artists' colors,,,,Artists' colors,Colores para la pintura artística,32.13
3214,4digit,"Masilla, cementos de resina y demás mástiques; plastes (enduidos) utilizados en pintura; plastes (enduidos) no refractarios de los tipos utilizados en albañilería.","Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; nonrefractory surfacing preparations for facades, indoor walls, floors, ceilings or the like",Masilla,Glaziers' putty,,,,Glaziers' putty,Masilla,32.14
3215,4digit,"Tintas de imprimir, tintas de escribir o de dibujar y demás tintas, incluso concentradas o sólidas.","Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid",Tinta,Ink,,,,Ink,Tinta,32.15
3301,4digit,"Aceites esenciales (desterpenados o no), incluidos los “concretos” o “absolutos”; resinoides; oleorresinas de extracción; disoluciones concentradas de aceites esenciales en grasas, aceites fijos, ceras o materias análogas, obtenidas por enflorado o maceración; subproductos terpénicos residuales de la desterpenación de los aceites esenciales; destilados acuosos aromáticos y disoluciones acuosas de aceites esenciales.","Essential oils (terpeneless or not), including concretes and absolutes; resinoids; extracted oleoresins; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration; terpenic by-products of the deterpe",Aceites esenciales,Essential oils,,,,Essential oils,Aceites esenciales,33.01
3302,4digit,"Mezclas de sustancias odoríferas y mezclas (incluidas las disoluciones alcohólicas) a base de una o varias de estas sustancias, de los tipos utilizados como materias básicas para la industria; las demás preparaciones a base de sustancias odoríferas, de los tipos utilizados para la elaboración de bebidas.","Mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufa",Mezclas de sustancias odoríferas,Mixtures of odoriferous subtances,,,,Mixtures of odoriferous substances and mixtures,Mezclas de sustancias odoríferas y mezclas,33.02
3303,4digit,Perfumes y aguas de tocador.,Perfumes and toilet waters,Perfumes y aguas de tocador,Perfumes,,,,Perfumes and toilet waters,Perfumes y aguas de tocador,33.03
3304,4digit,"Preparaciones de belleza, maquillaje y para el cuidado de la piel, excepto los medicamentos, incluidas las preparaciones antisolares y las bronceadoras; preparaciones para manicuras o pedicuros.","Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations",Preparaciones de maquillaje,Beauty or make-up preparations,,,,Beauty or make-up preparations,"Preparaciones de belleza, maquillaje y para el cuidado de la piel",33.04
3305,4digit,Preparaciones capilares.,Preparations for use on the hair,Preparaciones capilares,Hair products,,,,Hair products,Preparaciones capilares,33.05
3306,4digit,"Preparaciones para higiene bucal o dental, incluidos los polvos y cremas para la adherencia de las dentaduras; hilo utilizado para limpieza de los espacios interdentales (hilo dental), en envases individuales para la venta al por menor.","Preparations for oral or dental hygiene, including denture fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages",Productos de higiene dental,Dental hygiene products,,,,Dental hygiene products,"Productos de higiene dental, hilo dental",33.06
