"","name_es","name_en","name_short_es","name_short_en","code","level","parent_id","name"
285,"Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte","Supervisors of secretaries, typists, cashiers and filing and transportation control workers","Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte","Supervisors of secretaries, cashiers, filers and transportation controlers","3101","4digit",356.0,"Supervisors of secretaries, typists, cashiers and filing and transportation control workers"
286,"Secretarias, taquígrafos, mecanógrafos, capturistas de datos y operadores de máquinas de oficina","Secretaries, stenographers, typists, data entry clerks and office machine operators","Secretarias, taquígrafos, mecanógrafos, capturistas de datos y operadores de máquinas de oficina","Stenographers, typists, data entry clerks and office operators","311","3digit",355.0,"Secretaries, stenographers, typists, data entry clerks and office machine operators"
287,"Secretarias","Secretaries","Secretarias","Secretaries","3111","4digit",360.0,"Secretaries"
288,"Taquígrafos, mecanógrafos y similares","Stenographers, typists and similar workers","Taquígrafos, mecanógrafos y similares","Stenographers, typists and similar workers","3112","4digit",360.0,"Stenographers, typists and similar workers"
289,"Capturistas de datos","Data entry clerks","Capturistas de datos","Data entry clerks","3113","4digit",360.0,"Data entry clerks"
290,"Operadores de máquinas de oficina (fotocopiadora, etc.)","Operators of office machines (photocopier, etc.)","Operadores de máquinas de oficina (fotocopiadora, etc.)","Operators of office machines (photocopier, etc.)","3114","4digit",360.0,"Operators of office machines (photocopier, etc.)"
291,"Trabajadores de apoyo en actividades administrativas diversas","Support workers in various administrative activities","Trabajadores de apoyo en actividades administrativas diversas","Support workers in various administrative activities","3115","4digit",360.0,"Support workers in various administrative activities"
292,"Cajeros, cobradores y pagadores","Cashiers, collectors and payers","Cajeros, cobradores y pagadores","Cashiers, collectors and payers","312","3digit",355.0,"Cashiers, collectors and payers"
293,"Cajeros, taquilleros y receptores de apuestas","Cashiers, tellers and bet runners","Cajeros, taquilleros y receptores de apuestas","Cashiers, tellers and bet runners","3121","4digit",369.0,"Cashiers, tellers and bet runners"
294,"Cobradores, pagadores y prestamistas","Collectors, payers and moneylenders","Cobradores, pagadores y prestamistas","Collectors, payers and moneylenders","3122","4digit",369.0,"Collectors, payers and moneylenders"
295,"Trabajadores en archivo y control de almacén y bodega","File and warehouse control workers","Trabajadores en archivo y control de almacén y bodega","File and warehouse control workers","313","3digit",355.0,"File and warehouse control workers"
296,"Trabajadores en archivo y correspondencia","File and correspondence workers","Trabajadores en archivo y correspondencia","File and correspondence workers","3131","4digit",372.0,"File and correspondence workers"
297,"Encargados y trabajadores en control de almacén y bodega","Warehouse control workers and managers","Encargados y trabajadores en control de almacén y bodega","Warehouse control workers and managers","3132","4digit",372.0,"Warehouse control workers and managers"
298,"Trabajadores en el control de la operación de transporte","Workers in the control of transport operations","Trabajadores en el control de la operación de transporte","Workers in the control of transport operations","314","3digit",355.0,"Workers in the control of transport operations"
299,"Despachadores de transporte","Transport dispatchers","Despachadores de transporte","Transport dispatchers","3141","4digit",375.0,"Transport dispatchers"
300,"Checadores y revisores de transporte","Transport reviewers and controllers","Checadores y revisores de transporte","Transport reviewers and controllers","3142","4digit",375.0,"Transport reviewers and controllers"
301,"Trabajadores que brindan y manejan información","Workers who provide and manage information","Trabajadores que brindan y manejan información","Workers who provide and manage information","32","2digit",354.0,"Workers who provide and manage information"
302,"Supervisores de trabajadores que brindan y manejan información","Supervisors of workers who provide and manage information","Supervisores de trabajadores que brindan y manejan información","Supervisors of workers who provide and manage information","320","3digit",378.0,"Supervisors of workers who provide and manage information"
303,"Supervisores de trabajadores que brindan y manejan información","Supervisors of workers who provide and manage information","Supervisores de trabajadores que brindan y manejan información","Supervisors of workers who provide and manage information","3201","4digit",379.0,"Supervisors of workers who provide and manage information"
304,"Recepcionistas, trabajadores que brindan información y telefonistas","Receptionists, workers who provide information and telephone operators","Recepcionistas, trabajadores que brindan información y telefonistas","Receptionists, info providers and phone operators","321","3digit",378.0,"Receptionists, workers who provide information and telephone operators"
305,"Recepcionistas y trabajadores que brindan información (de forma personal)","Receptionists and workers who provide information (in person)","Recepcionistas y trabajadores que brindan información (de forma personal)","Receptionists and info providers (in person)","3211","4digit",381.0,"Receptionists and workers who provide information (in person)"
306,"Trabajadores que brindan información por teléfono (centro de llamadas) y anunciadores","Workers who provide information by phone (call center) and announcers","Trabajadores que brindan información por teléfono (centro de llamadas) y anunciadores","Information providers by phone and announcers","3212","4digit",381.0,"Workers who provide information by phone (call center) and announcers"
307,"Telefonistas y telegrafistas","Telephone and telegraph operators","Telefonistas y telegrafistas","Telephone and telegraph operators","3213","4digit",381.0,"Telephone and telegraph operators"
308,"Trabajadores en agencias de viajes e información turística","Workers in travel agencies and tourist information","Trabajadores en agencias de viajes e información turística","Workers in travel agencies and tourist information","322","3digit",378.0,"Workers in travel agencies and tourist information"
309,"Trabajadores en agencias de viajes","Workers in travel agencies","Trabajadores en agencias de viajes","Workers in travel agencies","3221","4digit",386.0,"Workers in travel agencies"
310,"Guías de turismo en museos, casinos, parques, cines y otros centros recreativos","Guides in museums, casinos, parks, cinemas and other entertainment centers","Guías de turismo en museos, casinos, parques, cines y otros centros recreativos","Guides in cultural and entertainment centers","3222","4digit",386.0,"Guides in museums, casinos, parks, cinemas and other entertainment centers"
